ObjID;NameID;Product_ObjID;QuotationCurrency;QuotationType_ID;StockExchange_ID;TradeMinimum;TradeMultiplicator;ClassName;Created;CreatedBy;LockID;Modified;ModifiedBy
7D2110D7-9147-4AE6-8B71-8D9F3EF41D31;5;0678261F-BB12-4CB9-8773-5FFC41DFCF37;EUR;1;8;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-01-22 18:27:04.793;dsUser;8F78C569-A4BA-45BC-B226-0E5C67933920;2020-01-22 18:27:04.793;dsUser
458930E7-81E7-40EF-AAEE-3D3D9B8855DE;5;17A221E4-FA2F-4F76-973C-C4C9A3B6260B;EUR;1;4;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-01-22 18:27:04.807;dsUser;74217D31-BBC0-4DB1-A8D3-8F9C0B3B55C8;2020-01-22 18:27:04.807;dsUser
178F9C37-F7FB-466F-A560-6EC5B8220633;5;0EDFA69C-C316-4422-8C85-D51C6E2C450A;USD;1;4;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-01-22 18:27:04.840;dsUser;FD0ECCDD-635C-4034-916E-44FEA145F456;2020-01-22 18:27:04.840;dsUser
4D27DE6E-A248-4D4E-8F7A-D1547F679D11;5;99DE56E8-363A-4EFB-9BCE-81A5FA1DEB30;EUR;1;8;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-01-22 18:27:04.853;dsUser;BD76527C-5D04-4698-8BC9-6FAA38ED83AA;2020-01-22 18:27:04.853;dsUser
4CF2281B-7D84-4D3D-9345-49E01EE4E231;5;8C90B1D1-D941-47DE-B8C9-1690D949B641;USD;1;8;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-01-22 18:27:04.870;dsUser;43517D05-6C84-4A48-9492-61E658CDEFDF;2020-01-22 18:27:04.870;dsUser
62725970-E269-4BA5-AE55-4A9E377BA2B5;5;7291FA2A-1684-4CDE-B300-E960BF5DF77C;EUR;1;3;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-04-22 10:29:33.867;HJACQUEMIN;0C347808-0C94-49B1-B838-9BD08FA08FB1;2020-04-22 10:29:33.867;HJACQUEMIN
BF6E365F-1C84-465D-B851-504760AD4D61;5;CC28F123-13D5-4905-B690-92D615568BC9;EUR;2;7;1000.000000;1000.000000;BAPMSProdCatB.CQuotation;2020-04-22 15:18:28.040;HJACQUEMIN;F15ED2B9-BE47-425C-A6B2-D2AB752FA6A8;2020-04-22 15:18:28.040;HJACQUEMIN
71AF53EE-816A-4851-BCEE-94AD7061B86D;5;67597192-794A-4DC4-9796-1B4C40E331C9;EUR;2;402;1000.000000;1000.000000;BAPMSProdCatB.CQuotation;2020-04-22 15:58:45.837;HJACQUEMIN;35649C68-26FD-4FFF-95D4-46CC02157C14;2020-04-22 15:58:45.837;HJACQUEMIN
C71291F1-E24B-4A79-8521-63A5E9313089;5;1EBBE8E8-206C-4789-9036-0605AA5C71BC;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-05-12 14:55:31.643;HJACQUEMIN;1071D60D-D57D-424C-AB05-BF89F1285935;2020-05-12 14:55:31.643;HJACQUEMIN
6B64DC93-2E3A-44C1-8F47-CCFC0BBE250D;5;1B87EA43-AC9D-47B1-960D-1CBD20FE8C14;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-06-03 13:58:25.220;HJACQUEMIN;73CCC777-FC7B-4E24-B65B-A55EF3B44F93;2020-06-03 13:58:25.220;HJACQUEMIN
2B887FDA-21B9-4E9D-B800-EC30FC1C77EF;5;8B244CF4-01B6-4BFB-A66B-410272259BEE;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-06-16 12:19:00.967;HJACQUEMIN;11C5BE90-2442-4222-8EF8-D0E8E0D98D65;2020-06-16 12:19:00.967;HJACQUEMIN
FD42F95A-AAA4-4B76-ABF0-4BA9DF4CDE60;5;20026242-5D42-4462-9F94-F4C5A7926ACF;EUR;1;8;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-06-29 12:22:23.627;HJACQUEMIN;D6F492FB-0B7B-4B65-842D-5DD935ED2A10;2020-06-29 12:22:23.627;HJACQUEMIN
9ABC5A09-512B-4CCB-BA12-16B10BD7A8F0;5;068AC710-6474-47FA-87D6-CB48DB180EAD;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-07-02 12:10:26.437;JMOKWAKAMOLIPUMA;18D67568-972A-410C-A572-0CEEC6238E24;2020-07-02 12:10:26.437;JMOKWAKAMOLIPUMA
1A22C29C-671D-4DD2-8F8B-0AA99BBEFB55;5;3747A3AC-967E-4BD5-9CB5-9519CD78374D;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-07-20 10:48:49.600;HJACQUEMIN;73A6DF53-B2CB-4781-8E1F-93DB146146B7;2020-07-20 10:48:49.600;HJACQUEMIN
D5761748-9FFE-4A00-AC97-0AF7442FB182;5;33BA13E6-622F-42C0-84D3-EC46716806C7;USD;2;402;2000.000000;2000.000000;BAPMSProdCatB.CQuotation;2020-07-24 15:18:18.420;dsUser;6CE9D789-63C6-41D3-86A8-9BF6D17DF8D9;2020-07-24 15:18:18.420;dsUser
B38902E9-ABBA-42DD-8F8C-9FD32CE8A4CD;5;67D8805D-9AEB-4C05-BC88-9456965DA2A8;EUR;2;7;1000.000000;1000.000000;BAPMSProdCatB.CQuotation;2020-07-24 15:18:18.683;dsUser;436AA76D-B7D7-45A7-ABCC-9982AFC6F5CD;2020-07-24 15:18:18.683;dsUser
9254DAA6-5C23-4087-97C1-62F6000F1F9E;5;53650BB8-2874-406D-B29D-755C07ED63A0;USD;2;402;2000.000000;2000.000000;BAPMSProdCatB.CQuotation;2020-07-24 15:24:19.550;dsUser;05E87B4C-0545-413F-ADEE-8AFAFA637E32;2020-07-24 15:24:19.550;dsUser
454829A2-8922-440A-A520-A704D6F31983;5;7DE6D658-FD42-4F7A-BCBE-2A45F4BB8884;EUR;1;8;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-08-10 10:26:59.723;HJACQUEMIN;110D63AC-86BC-4713-AF0D-EFD6C7ACD254;2020-08-10 10:26:59.723;HJACQUEMIN
65C5AE95-40BC-4AC8-84F7-1AF44F372DAC;5;EBECF510-C951-45C3-A08E-A2CA3A6CE447;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-08-11 12:15:28.420;HJACQUEMIN;E9BF620F-DB6B-467E-973A-73C0E9923773;2020-08-11 12:15:28.420;HJACQUEMIN
6B96E933-3038-4A00-B7AF-AC85904423E9;5;E0D0DA46-B918-4A27-B5DD-A523AEAC3ECD;EUR;1;19;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-08-18 12:14:23.137;HJACQUEMIN;D022C2C6-24F5-4DE6-A034-DB4392FDA0C2;2020-08-18 12:14:23.137;HJACQUEMIN
83A05F25-55EB-43F2-B5E2-A268AEAC6599;5;82BB50D4-4ADA-41F0-8CD9-D51E6A1F0901;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-09-01 11:46:07.120;HJACQUEMIN;FA6DE6BE-1436-4F6C-B1DC-3CDBE95B0FC8;2020-09-01 11:46:07.120;HJACQUEMIN
BA9CDD4D-43E2-494C-B436-B1E1338489EE;5;C6C2685C-35D6-465F-8687-B941632D5507;USD;1;8;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-09-01 12:22:02.643;HJACQUEMIN;1370BB84-0292-4EA7-A3EA-87E6A656DAC0;2020-09-01 12:22:02.643;HJACQUEMIN
4D559588-4730-4F4E-9492-ED93916B32E4;5;6CA5E753-C62F-44F2-8208-D7739B48519A;USD;1;7;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-09-01 12:37:47.393;HJACQUEMIN;46068E81-6852-4635-9FD7-6D8C3E9677E8;2020-09-01 12:37:47.393;HJACQUEMIN
F5F8A71A-1616-436C-B4DD-1E2F78A26EDA;5;965CD7E0-39F8-40CA-B317-37F90A9F4D16;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-09-15 11:32:40.547;HJACQUEMIN;D047D614-AB6A-4B20-BAB6-ECD211D3E094;2020-09-15 11:32:40.547;HJACQUEMIN
53647795-951C-4FEE-A899-58803245853C;5;EF280C30-7DFE-4867-AD49-8AB68D1AB1EC;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-09-15 11:44:42.530;HJACQUEMIN;A6FC35FB-BFD0-4940-8528-4C690BC30A21;2020-09-15 11:44:42.530;HJACQUEMIN
E5AF9AFE-D905-4E51-9897-20B8D9C6D8B2;5;39859CC4-0EFB-4CEE-8B93-AE9E962A0A9F;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-09-28 12:05:30.467;HJACQUEMIN;F1AE3A3B-8B94-4791-803C-DB1863C4D701;2020-09-28 12:05:30.467;HJACQUEMIN
0AB9F510-3882-4216-A45B-F52B43BE2331;5;26B1EF9D-C984-405B-829D-4093BC1EC686;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-09-28 12:12:53.230;HJACQUEMIN;B63EF92D-88B7-47EE-8398-F35F0C0479A4;2020-09-28 12:12:53.230;HJACQUEMIN
BDC1645B-4C70-452A-8B87-8C197919F4DE;5;339B9464-1195-41F5-B567-9F095D0F1F12;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-09-30 16:20:25.743;HJACQUEMIN;62938E29-4A93-40BC-936C-206CDE358747;2020-09-30 16:20:25.743;HJACQUEMIN
CECB73BA-38CA-438C-9A1B-A0D61D523389;5;0D5D27D8-0EE8-4BD9-92DC-C9152913BF76;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-09-30 16:40:30.570;HJACQUEMIN;045A12EA-46EC-4800-9F79-054207E2D61B;2020-09-30 16:40:30.570;HJACQUEMIN
C3C500DC-2C6E-4584-B6AA-595BFEBD70E8;5;29D1D96A-F81D-4CAD-A787-87D0BF0578D9;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-09-30 16:45:03.773;HJACQUEMIN;58224046-076F-4F98-B255-4568FE5BDB6E;2020-09-30 16:45:03.773;HJACQUEMIN
61E8647C-A588-48AA-B745-22DF83ED4654;5;F7596CF7-C80A-4DA5-A517-5F871014377C;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-10-06 16:28:21.307;HJACQUEMIN;E2D782BD-881A-4CD9-8103-2A307B5C0BA3;2020-10-06 16:28:21.307;HJACQUEMIN
03C5ED4E-BADC-4AFB-9AAF-1B47312B8E6A;5;46ECEF99-5536-4517-8A69-C49F850819EC;EUR;1;8;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-10-06 16:34:19.387;HJACQUEMIN;979546CC-FA9B-4839-988D-2E51B63B7220;2020-10-06 16:34:19.387;HJACQUEMIN
17EA0F40-F476-4677-83FF-8D03EDB00AF9;5;BD0AF9E8-5D4D-40CD-BCC8-960972B559A4;EUR;2;2;1000.000000;1000.000000;BAPMSProdCatB.CQuotation;2020-10-15 11:53:00.387;HJACQUEMIN;019950B9-9657-4FF0-A97F-375E046A3928;2020-10-15 11:53:00.387;HJACQUEMIN
90574768-7E8E-4599-863E-C4BF66526F5A;5;5715E20C-059D-45C4-82B0-D97305FCC969;EUR;1;3;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-11-09 14:47:44.710;JMOKWAKAMOLIPUMA;BB371928-A4B4-4090-A5E7-A1D72CE163F9;2020-11-09 14:47:44.710;JMOKWAKAMOLIPUMA
C4EEFD88-C01D-4921-9FCD-FDF9663A6647;5;DDD290F0-ED58-4B71-B6D8-861AD7240072;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-11-17 15:38:12.100;HJACQUEMIN;6582128F-0A0D-488E-9435-92F3071FB081;2020-11-17 15:38:12.100;HJACQUEMIN
2C9152C5-EF50-4F75-A45A-7DFFEFBDC57D;5;73955B70-9826-4B23-B8E5-03F971A601AE;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-11-26 12:42:40.553;HJACQUEMIN;45C59E2B-10B0-4B41-B7BE-234D4B346DE6;2020-11-26 12:42:40.553;HJACQUEMIN
83451CA7-4F63-4D64-915B-DDC0072B4841;5;D46D8804-A263-42B0-A3B0-CF522A69FF5F;USD;1;6;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-11-30 15:54:41.257;HJACQUEMIN;790F0F2E-4499-4406-AAD1-8238122DDC33;2020-11-30 15:54:41.257;HJACQUEMIN
4189285F-57F0-4FBE-8F57-1F9B91A25BC6;5;1BA6C14E-1D0E-42DD-BA2D-4A2EE3EA4B02;USD;1;6;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-12-10 14:37:15.230;HJACQUEMIN;340684F6-96A9-4F0E-AD3F-7B471F939422;2020-12-10 14:37:15.230;HJACQUEMIN
FAB39C10-6836-4DAA-84FB-D1B435CC21C2;5;913C45CB-CB3F-479E-B9E7-BD9476802EBA;EUR;1;13;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-12-10 15:47:51.617;HJACQUEMIN;476E5038-1F75-4395-9F86-39C22A3EE003;2020-12-10 15:47:51.617;HJACQUEMIN
5BAC6688-4D35-4537-8832-FE58FB98C5B3;5;A9521A65-0696-4E36-A204-66D63B1D35E4;USD;1;6;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-12-29 14:32:44.197;dsUser;BF513CD5-F12F-4384-BD85-71F3C81F510B;2020-12-29 14:32:44.197;dsUser
42BA407E-0BE1-42A0-97E6-0EEE871E6297;5;EC09E90C-3CDA-4529-B06C-C3FF6D26ABC1;USD;2;402;1000.000000;1000.000000;BAPMSProdCatB.CQuotation;2020-07-24 15:18:18.717;dsUser;2BBA7736-7A59-4728-9FC4-07ACD0682C00;2020-07-24 15:18:18.717;dsUser
5421A802-53B6-47EE-86E0-624BE741A171;5;B661AA28-DB1E-4788-8984-A6304E311BC1;USD;2;402;1000.000000;1000.000000;BAPMSProdCatB.CQuotation;2020-07-24 15:18:18.747;dsUser;6DC8B8FC-049C-4C99-8940-10E79F090E73;2020-07-24 15:18:18.747;dsUser
1741238A-8623-4360-88C8-82D78C4DEDD1;5;EC781EB6-90C3-44D9-AD36-14C0A31ED53B;CHF;2;10002;5000.000000;5000.000000;BAPMSProdCatB.CQuotation;2020-07-24 15:18:18.950;dsUser;2F1543D9-10F2-4183-B06B-0EF7DD291DB5;2020-07-24 15:18:18.950;dsUser
198B665F-2B72-4520-813E-0F890E9579F5;5;F8C6E62C-3409-4B3B-8AAE-491D77AF56F2;USD;2;402;2000.000000;2000.000000;BAPMSProdCatB.CQuotation;2020-07-24 15:18:18.980;dsUser;F0E93459-83A4-41A7-BFF5-9F3EB6900D02;2020-07-24 15:18:18.980;dsUser
8BBEFFDC-C767-42B5-8A58-B021239DE8EA;5;0CC248F1-67BC-4763-B5B5-AE5E8B234901;USD;2;402;2000.000000;2000.000000;BAPMSProdCatB.CQuotation;2020-07-24 15:18:19.013;dsUser;C60FB7E1-E16B-4B12-A8B0-FFD3998181C8;2020-07-24 15:18:19.013;dsUser
0C24FA99-5B1F-41C8-A98D-9D17FD68524F;5;F28E184B-E85E-4D63-BD47-EED8CC0249E0;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-09-28 12:54:42.167;HJACQUEMIN;51E42F1F-2C4A-4668-951C-2E8C5AC91DF5;2020-09-28 12:54:42.167;HJACQUEMIN
9E63A427-8651-4D0A-9F95-FBEB79CCD5F7;5;E6CF1F7B-7223-459A-AF02-EA9AB9583681;USD;1;402;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-10-06 16:48:49.510;HJACQUEMIN;FF2AB1F7-67AF-4BFF-AF95-1AE9DE434E87;2020-10-06 16:48:49.510;HJACQUEMIN
C66F85C9-A732-45DB-A18E-4C80A9AB16B6;5;4BB142FA-88F7-4E38-A6EB-E6433A9D2C8D;EUR;1;8;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-12-01 14:03:49.843;HJACQUEMIN;3854706B-CCDF-4B14-B69A-26BCBE33A88E;2020-12-01 14:03:49.843;HJACQUEMIN
C0C9700E-9281-429B-B74C-DC8121F211FB;5;BBE7AC32-C19C-4E16-9E4E-A67FABDBF973;EUR;1;7;1.000000;1.000000;BAPMSProdCatB.CQuotation;2020-12-03 16:23:45.720;HJACQUEMIN;7EF10E2D-31A6-4580-B0F7-A9B809F4C2E0;2020-12-03 16:23:45.720;HJACQUEMIN
604899BF-F801-4B34-B4E3-7D082F85D22D;5;4351EA36-C6D6-4EAC-B69C-E4A3FA7D3B6D;HKD;1;15;500.000000;500.000000;BAPMSProdCatB.CQuotation;2020-12-10 16:01:58.787;HJACQUEMIN;8C9F4B09-DFA6-4D93-8E07-1677A9FD32B1;2021-04-13 18:23:36.900;HJACQUEMIN
