ObjID;AverageWeightedDuration;EndDate;FollowUpDate;IsDefault;LastChangeByUser;LastChangeOnDate;LongDescription;ManagementType;PortfolioExternalID;PortfolioID;PortfolioType;Profile;ShortDescription;StartDate;ValuationCurrency;ModifiedForHistory;ValidFrom;ValidUntil;ClassName;Created;CreatedBy;LockID;Modified;ModifiedBy;Notepad;CopyOf;PerspectiveID;LevelID;CompositionTypeID;IsCoveragePortfolio;SubPortfolioTypeID;ObjID_CPortfolio;InvestmentObjectiveID;LiquidationTypeID;TermsAndConditionsVersionID;CustodyTypeID;NomineeIndicatorID;CostClassificationID;AdvisedRiskProfileID;RiskProfileDate;AccountDefaultingID;SoftLink;NoManagementFeeCalculation;ObjID_CManagementFeeGroup;AverageWeightedYield;ModelPortfolioTypeID;ResetCalendarStartDate;ResetFrequency;LifeCycleStatusId;RegulationID;ExposureBasisID;TargetGrossLeverageFactor;InitialCompositionDate;FiscalYearEndDay;FiscalYearEndMonth;ObjID_CSeededPortfolio;UID;RiskProfileExpirationDate;AbilityToBearLossID;InvestmentHorizonID;RiskToleranceID
A845DA96-2921-4827-9947-B3D1F9ED08DA;NULL;2019-08-09 00:00:00.000;2015-08-02 00:00:00.000;0;NULL;NULL;NULL;2;10008;NULL;1;1;FOYER - 584013;2015-07-29 00:00:00.000;EUR;2018-11-28 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2015-07-29 09:30:54.487;JMOKWAKAMOLIPUMA;959C483D-3EC5-4531-B90B-2FFA086D0F8D;2019-08-09 16:14:37.753;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;A845DA96-2921-4827-9947-B3D1F9ED08DA;NULL;1;NULL;NULL;NULL;NULL;NULL;2015-07-27 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;11;NULL;NULL;NULL;NULL
55BBC706-DAB2-4579-8954-3069BF4C7C80;NULL;2019-01-29 00:00:00.000;2015-07-22 00:00:00.000;0;NULL;NULL;NULL;2;10009;NULL;1;1;FOYER - 584014;2015-07-22 00:00:00.000;EUR;2017-03-14 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2015-07-22 00:00:00.000;JMOKWAKAMOLIPUMA;9BD29B4B-3366-4328-9FEE-37B6DF75FE69;2019-01-29 10:48:39.230;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;55BBC706-DAB2-4579-8954-3069BF4C7C80;NULL;1;NULL;NULL;NULL;NULL;NULL;2015-07-22 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12;NULL;NULL;NULL;NULL
4349AF51-CDAA-4FC6-B1A3-56F5BAA2282A;NULL;2019-11-18 00:00:00.000;2015-08-04 00:00:00.000;0;NULL;NULL;NULL;2;10010;NULL;1;2;FOYER - 584015;2015-08-04 00:00:00.000;EUR;2018-11-28 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2015-08-04 00:00:00.000;JMOKWAKAMOLIPUMA;F0A6AF3B-E8E5-40E6-B0BF-31177641A056;2019-11-18 16:37:03.330;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;4349AF51-CDAA-4FC6-B1A3-56F5BAA2282A;NULL;1;NULL;NULL;NULL;NULL;NULL;2015-07-29 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13;NULL;NULL;NULL;NULL
242C5542-2BE7-45D5-BDEC-795E5609B61F;NULL;2017-08-29 00:00:00.000;2015-09-16 00:00:00.000;0;NULL;NULL;NULL;2;10011;NULL;1;2;FOYER - 584016;2015-09-01 00:00:00.000;EUR;2017-03-16 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2015-09-14 16:33:44.780;EXIMIUS_SUPPORT1;A73BDA74-AE5F-4CF3-A924-9B8F32E9F3F7;2017-08-29 10:50:08.217;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;242C5542-2BE7-45D5-BDEC-795E5609B61F;NULL;1;NULL;NULL;NULL;NULL;602;2015-09-01 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;14;NULL;NULL;NULL;NULL
4961271E-64E5-4F50-A8B0-DB61D4F368EF;NULL;2021-01-26 00:00:00.000;2015-11-18 00:00:00.000;0;NULL;NULL;NULL;2;10012;NULL;1;603;WEALINS - 584017 - PS034305;2015-11-01 00:00:00.000;EUR;2019-11-19 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2015-11-19 14:43:39.807;EXIMIUS_SUPPORT1;54D500C1-FD52-4B40-A59F-A65C1D2913A3;2021-01-26 11:49:22.750;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;4961271E-64E5-4F50-A8B0-DB61D4F368EF;NULL;1;NULL;NULL;NULL;NULL;603;2015-11-19 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;15;NULL;NULL;NULL;NULL
4B54DD52-2681-43BE-A24B-DB1998B73CC9;NULL;2021-02-25 00:00:00.000;2015-12-28 00:00:00.000;0;NULL;NULL;NULL;2;10013;NULL;1;603;WEALINS - 584019 - PS034428;2015-12-18 00:00:00.000;EUR;2019-11-19 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2015-12-18 15:41:30.493;JMOKWAKAMOLIPUMA;DD4721ED-5B55-4F01-815F-FAE88DB6AA08;2021-02-25 12:38:53.503;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;4B54DD52-2681-43BE-A24B-DB1998B73CC9;NULL;1;NULL;NULL;NULL;NULL;NULL;2015-12-14 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16;NULL;NULL;NULL;NULL
116AD48A-011B-4583-A97B-D355EEF1E86F;NULL;2021-02-25 00:00:00.000;2016-04-04 00:00:00.000;0;NULL;NULL;NULL;2;10014;NULL;1;603;WEALINS - 584020 - PS034513;2016-02-05 00:00:00.000;EUR;2019-11-19 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2016-02-05 11:58:13.037;EXIMIUS_SUPPORT3;74B5419C-425A-47E5-AA82-2C33D02B10BF;2021-02-25 12:33:00.470;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;116AD48A-011B-4583-A97B-D355EEF1E86F;NULL;1;NULL;NULL;NULL;NULL;NULL;2016-01-26 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;17;NULL;NULL;NULL;NULL
8AA2DADF-4A53-4E79-B9C8-FED5C98858EF;NULL;NULL;2016-06-30 00:00:00.000;0;NULL;NULL;NULL;2;10015;NULL;1;603;WEALINS - 9705003-789 - PS034618;2016-06-30 00:00:00.000;EUR;2025-01-29 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2016-06-30 00:00:00.000;JMOKWAKAMOLIPUMA;1E3E6879-CFBA-436D-955B-67938B703C07;2025-01-29 15:09:09.570;HJACQUEMIN;CSSF: Max 75% equities;NULL;NULL;NULL;NULL;NULL;1;8AA2DADF-4A53-4E79-B9C8-FED5C98858EF;NULL;1;NULL;NULL;NULL;NULL;NULL;2016-03-29 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;18;NULL;NULL;NULL;NULL
A6FF2483-EE74-4D41-9638-EA2102968818;NULL;2017-11-16 00:00:00.000;2016-08-07 00:00:00.000;0;NULL;NULL;NULL;2;10016;NULL;1;2;FOYER - 584022;2016-07-15 00:00:00.000;EUR;2016-09-14 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2016-07-22 17:19:20.067;EXIMIUS_SUPPORT1;9C18A44C-D87C-42A5-8B81-B0D9C7D1615E;2017-11-16 15:33:26.410;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;A6FF2483-EE74-4D41-9638-EA2102968818;NULL;1;NULL;NULL;NULL;NULL;2;2016-07-15 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;19;NULL;NULL;NULL;NULL
92E4A4A2-766D-46FC-BAAE-B9E3E1E72AD4;NULL;2020-11-18 00:00:00.000;2016-07-26 00:00:00.000;0;NULL;NULL;NULL;2;10017;NULL;1;602;WEALINS - 584023 - SP034780;2016-07-22 00:00:00.000;EUR;2019-11-19 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2016-07-22 17:23:08.727;EXIMIUS_SUPPORT1;EF96DAB7-9A07-42A8-9207-8E0D881C75D4;2020-11-18 11:55:10.337;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;92E4A4A2-766D-46FC-BAAE-B9E3E1E72AD4;NULL;1;NULL;NULL;NULL;NULL;602;2016-07-22 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;20;NULL;NULL;NULL;NULL
2FF9FD54-7566-4D49-93B1-3D6AE63C5E70;NULL;2022-06-10 00:00:00.000;2016-09-01 00:00:00.000;0;NULL;NULL;End date management: 17-05-2022;2;10030;NULL;1;603;CARDIF - 302968 - 100025819/20/21;2016-08-01 00:00:00.000;EUR;2022-06-09 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2016-08-01 16:17:13.813;EXIMIUS_SUPPORT3;2E1039CA-CC53-4C98-9109-CD8CC0B6FA36;2022-06-10 09:24:15.260;HJACQUEMIN;Monthly Reports must be sent to Benedicte de Bouillane & C. Achard (Intuitae) + Excel file with holdings & ISIN code;NULL;NULL;NULL;NULL;NULL;1;2FF9FD54-7566-4D49-93B1-3D6AE63C5E70;NULL;1;NULL;NULL;NULL;NULL;NULL;2016-08-01 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;21;NULL;NULL;NULL;NULL
4A8608CB-BA4E-43F0-928D-4D933597650E;NULL;NULL;2017-01-20 00:00:00.000;0;NULL;NULL;INTUITAE BRU;2;10031;NULL;1;603;BALOISE - 300899 - ALC 1 BIS;2017-01-18 00:00:00.000;EUR;2025-03-24 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2017-01-18 00:00:00.000;EXIMIUS_SUPPORT3;BDC5B3F2-CC40-4792-80AA-E975EB438518;2025-03-24 15:02:48.080;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;4A8608CB-BA4E-43F0-928D-4D933597650E;NULL;1;NULL;NULL;NULL;NULL;NULL;2016-12-30 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;22;NULL;NULL;NULL;NULL
CC10F873-8F49-43C2-BE04-F4C7ABB4A94C;NULL;NULL;2017-01-20 00:00:00.000;0;NULL;NULL;INTUITAE BRU;2;10032;NULL;1;603;BALOISE - 300903 - BAD 1 BIS;2017-01-18 00:00:00.000;EUR;2025-03-24 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2017-01-18 00:00:00.000;EXIMIUS_SUPPORT3;7AA2B47E-8BAF-4135-8425-100D301362D1;2025-03-24 15:03:50.807;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;CC10F873-8F49-43C2-BE04-F4C7ABB4A94C;NULL;1;NULL;NULL;NULL;NULL;NULL;2016-12-30 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23;NULL;NULL;NULL;NULL
73571ED9-EAEA-4892-8741-AB3A0865C7D3;NULL;NULL;2017-01-20 00:00:00.000;0;NULL;NULL;INTUITAE BRU;2;10033;NULL;1;603;BALOISE - 300905 - BAD 3 BIS;2017-01-18 00:00:00.000;EUR;2025-03-24 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2017-01-18 00:00:00.000;EXIMIUS_SUPPORT3;5DE07863-EBDF-4A7B-A7E2-01EAD51755B8;2025-03-24 15:05:04.353;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;73571ED9-EAEA-4892-8741-AB3A0865C7D3;NULL;1;NULL;NULL;NULL;NULL;NULL;2016-12-30 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;24;NULL;NULL;NULL;NULL
C63738FA-BED7-4ADB-8D9D-69A7F60635EC;NULL;NULL;2017-04-13 00:00:00.000;0;NULL;NULL;INTUITAE BRU;2;10034;NULL;1;603;BALOISE - 300901 - ALC 3 BIS;2017-04-01 00:00:00.000;EUR;2025-03-24 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2017-04-01 00:00:00.000;JMOKWAKAMOLIPUMA;FA75D519-BAAF-42B2-8776-5CFFC1939F85;2025-03-24 15:06:14.190;HJACQUEMIN;NULL;NULL;NULL;NULL;NULL;NULL;1;C63738FA-BED7-4ADB-8D9D-69A7F60635EC;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;25;NULL;NULL;NULL;NULL
2E7C1323-8327-4CFE-9865-E433FC8484F7;NULL;2019-05-07 00:00:00.000;2017-04-26 00:00:00.000;0;NULL;NULL;Management end date: 14-02-2019;2;10040;NULL;1;3;IWI - FOYER 10040;2017-02-01 00:00:00.000;EUR;2019-05-07 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2017-02-01 00:00:00.000;JMOKWAKAMOLIPUMA;7449108F-0A86-41C2-B833-817BE4F82847;2019-05-07 09:46:46.187;HJACQUEMIN;MCN - KEYTRADE LUX;NULL;NULL;NULL;NULL;NULL;1;2E7C1323-8327-4CFE-9865-E433FC8484F7;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;26;NULL;NULL;NULL;NULL
0D4BD228-2917-40A6-8B84-EAAE08AAE3F7;NULL;2012-11-19 00:00:00.000;2008-06-04 00:00:00.000;0;NULL;NULL;NULL;2;1010;NULL;1;602;De heer A.J. de Gruijl;2008-05-09 00:00:00.000;EUR;2008-06-04 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2008-05-09 00:00:00.000;jan;C6CF2177-1991-4390-827B-4FE701021D3D;2012-11-19 16:23:41.120;JMOKWAKAMOLIPUMA;Bijlage D : last update 03/12/2010 ---- Last visit : VZ 27/06/2011;NULL;NULL;NULL;NULL;NULL;1;0D4BD228-2917-40A6-8B84-EAAE08AAE3F7;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;27;NULL;NULL;NULL;NULL
D141DE74-4E18-4925-B8C5-3478A2350241;NULL;2012-08-14 00:00:00.000;2008-06-05 00:00:00.000;0;NULL;NULL;NULL;2;1011;NULL;1;2;De heer en mevrouw Schuermans - Ceulemans;2008-03-31 00:00:00.000;EUR;2008-06-05 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2008-04-24 15:24:48.573;jan;2A72DD30-1414-492C-8A9B-4B6BD787601D;2012-08-14 15:23:44.910;JMOKWAKAMOLIPUMA;OPGELET : cliënt EHV HPvW sinds 03/2012 : nr Wealtheon 1153 - GE ARTESIA;NULL;NULL;NULL;NULL;NULL;1;D141DE74-4E18-4925-B8C5-3478A2350241;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;28;NULL;NULL;NULL;NULL
B7A7DA9C-A47C-471E-985F-1191D6A86733;NULL;2012-08-14 00:00:00.000;2008-05-27 00:00:00.000;0;NULL;NULL;NULL;2;1014;NULL;1;605;De heer P.R. Vesseur;2008-05-09 00:00:00.000;EUR;2008-05-27 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2008-05-09 00:00:00.000;jan;4D0040BA-5853-4233-B1B7-48F3F5268006;2012-08-14 15:16:49.167;JMOKWAKAMOLIPUMA;Bijlage D : last update 12/2010 ---- Last visit : VZ 29/8/2011 ----                                                                      OPGELET 2x bonds Rabo : alleen verkopen in overleg VZ;NULL;NULL;NULL;NULL;NULL;1;B7A7DA9C-A47C-471E-985F-1191D6A86733;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;29;NULL;NULL;NULL;NULL
109C442A-C9B9-4A20-A52E-2A891A6E10A7;NULL;2009-06-12 00:00:00.000;2008-10-31 00:00:00.000;0;NULL;NULL;NULL;2;1015;NULL;1;2;De heer L. van Vlijmen;2008-10-31 00:00:00.000;EUR;2008-10-31 00:00:00.000;NULL;NULL;BAPMSPB.CPortfolio;2008-10-31 00:00:00.000;jan;0B905329-4A24-47FB-B403-9FFE09C57D44;2009-09-10 12:51:24.690;eximius;NULL;NULL;NULL;NULL;NULL;NULL;1;109C442A-C9B9-4A20-A52E-2A891A6E10A7;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;NULL;NULL;NULL;NULL
