CodeId;CodeLanguage;CodeCountry;AccountType;ExternalCode;Caption;Created;CreatedBy;Modified;ModifiedBy;ValidFrom;ValidUntil;IncludedInDistribution;IsValidForOrder;IncludeZeroCashPosition;AccountLinkID;IncludeInIncomeCalendar;ExcludeFromValuation;EnumCaption;AccountSubTypeGroupID;IsForex;RiskPercentage;IncludeInMarginCoverage;FixCode;UserActionID;BuyingPowerCoverage;MarginCoverage;UniqueID;UpdateMask;IsTradingAccount;OverridesCodeId;PriorityForOrderDefaulting
7;FR;BE;1;v007;Revenu;2003-10-24 00:00:00.000;BAIInstaller;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;2;2;1;0;1;2;Income;1;2;NULL;1;NULL;NULL;NULL;NULL;past:7;7;NULL;NULL;NULL
7;NL;BE;1;v007;Inkomsten;2003-10-24 00:00:00.000;BAIInstaller;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;2;2;1;0;1;2;Income;1;2;NULL;1;NULL;NULL;NULL;NULL;past:7;7;NULL;NULL;NULL
7;NL;NL;1;v007;Income;2003-10-24 00:00:00.000;BAIInstaller;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;2;2;1;0;1;2;Income;1;2;NULL;1;NULL;NULL;NULL;NULL;past:7;7;NULL;NULL;NULL
8;EN;EX;1;v008;Forward Currency;2004-08-13 00:00:00.000;BAIInstaller;2010-07-08 10:57:31.000;eximius;NULL;NULL;1;2;2;0;1;2;ForwardCurrency;2;1;NULL;1;NULL;NULL;100.000000000;100.000000000;past:8;7;NULL;NULL;NULL
8;EN;GB;1;v008;Forward Currency;2004-08-13 00:00:00.000;BAIInstaller;2010-07-08 10:57:31.000;eximius;NULL;NULL;1;2;2;0;1;2;ForwardCurrency;2;1;NULL;1;NULL;NULL;100.000000000;100.000000000;past:8;7;NULL;NULL;NULL
8;FR;BE;1;v008;Contrat de change à terme;2004-08-13 00:00:00.000;BAIInstaller;2010-07-08 10:57:31.000;eximius;NULL;NULL;1;2;2;0;1;2;ForwardCurrency;2;1;NULL;1;NULL;NULL;100.000000000;100.000000000;past:8;7;NULL;NULL;NULL
8;NL;BE;1;v008;Termijn Wissel Contracten;2004-08-13 00:00:00.000;BAIInstaller;2010-07-08 10:57:31.000;eximius;NULL;NULL;1;2;2;0;1;2;ForwardCurrency;2;1;NULL;1;NULL;NULL;100.000000000;100.000000000;past:8;7;NULL;NULL;NULL
8;NL;NL;1;v008;Forward Currency;2004-08-13 00:00:00.000;BAIInstaller;2010-07-08 10:57:31.000;eximius;NULL;NULL;1;2;2;0;1;2;ForwardCurrency;2;1;NULL;1;NULL;NULL;100.000000000;100.000000000;past:8;7;NULL;NULL;NULL
9;EN;EX;1;0009;Margin;2004-11-04 00:00:00.000;BAIInstaller;2022-05-14 15:03:59.480;CodeTableCorrection;NULL;NULL;NULL;NULL;NULL;0;1;2;Margin;2;2;NULL;1;NULL;NULL;0.000000000;0.000000000;past:9;7;NULL;NULL;NULL
9;EN;GB;1;0009;Margin;2004-11-04 00:00:00.000;BAIInstaller;2022-05-14 15:03:59.480;CodeTableCorrection;NULL;NULL;NULL;NULL;NULL;0;1;2;Margin;2;2;NULL;1;NULL;NULL;0.000000000;0.000000000;past:9;7;NULL;NULL;NULL
9;FR;BE;1;0009;(FRA)Margin;2004-11-04 00:00:00.000;BAIInstaller;2022-05-14 15:03:59.480;CodeTableCorrection;NULL;NULL;NULL;NULL;NULL;0;1;2;Margin;2;2;NULL;1;NULL;NULL;0.000000000;0.000000000;past:9;7;NULL;NULL;NULL
9;NL;BE;1;0009;Margin;2004-11-04 00:00:00.000;BAIInstaller;2022-05-14 15:03:59.480;CodeTableCorrection;NULL;NULL;NULL;NULL;NULL;0;1;2;Margin;2;2;NULL;1;NULL;NULL;0.000000000;0.000000000;past:9;7;NULL;NULL;NULL
9;NL;NL;1;0009;Margin;2004-11-04 00:00:00.000;BAIInstaller;2022-05-14 15:03:59.480;CodeTableCorrection;NULL;NULL;NULL;NULL;NULL;0;1;2;Margin;2;2;NULL;1;NULL;NULL;0.000000000;0.000000000;past:9;7;NULL;NULL;NULL
501;EN;EX;1;v501;Cash account;1900-01-01 00:00:00.000;BAIInstaller;2013-09-18 17:20:53.000;eximius;NULL;NULL;1;1;1;1;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:501;67108871;-1;NULL;NULL
501;EN;GB;1;v501;Cash account;1900-01-01 00:00:00.000;BAIInstaller;2013-09-18 17:20:53.000;eximius;NULL;NULL;1;1;1;1;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:501;67108871;-1;NULL;NULL
501;FR;BE;1;v501;Compte espèces;1900-01-01 00:00:00.000;BAIInstaller;2013-09-18 17:20:53.000;eximius;NULL;NULL;1;1;1;1;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:501;67108871;-1;NULL;NULL
501;NL;BE;1;v501;Effectenrekening;1900-01-01 00:00:00.000;BAIInstaller;2013-09-18 17:20:53.000;eximius;NULL;NULL;1;1;1;1;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:501;67108871;-1;NULL;NULL
501;NL;NL;1;v501;Cash account;1900-01-01 00:00:00.000;BAIInstaller;2013-09-18 17:20:53.000;eximius;NULL;NULL;1;1;1;1;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:501;67108871;-1;NULL;NULL
502;EN;EX;1;0502;Dealing (PEP);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;1;1;2;DealingPEP;1;2;NULL;1;NULL;NULL;NULL;NULL;past:502;0;NULL;NULL;NULL
502;EN;GB;1;0502;Dealing (PEP);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;1;1;2;DealingPEP;1;2;NULL;1;NULL;NULL;NULL;NULL;past:502;0;NULL;NULL;NULL
502;FR;BE;1;0502;Dealing (PEP);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;1;1;2;DealingPEP;1;2;NULL;1;NULL;NULL;NULL;NULL;past:502;0;NULL;NULL;NULL
502;NL;BE;1;0502;Dealing (PEP);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;1;1;2;DealingPEP;1;2;NULL;1;NULL;NULL;NULL;NULL;past:502;0;NULL;NULL;NULL
502;NL;NL;1;0502;Dealing (PEP);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;1;1;2;DealingPEP;1;2;NULL;1;NULL;NULL;NULL;NULL;past:502;0;NULL;NULL;NULL
503;EN;EX;1;0503;Dealing (ISA);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;2;1;2;DealingISA;1;2;NULL;1;NULL;NULL;NULL;NULL;past:503;0;NULL;NULL;NULL
503;EN;GB;1;0503;Dealing (ISA);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;2;1;2;DealingISA;1;2;NULL;1;NULL;NULL;NULL;NULL;past:503;0;NULL;NULL;NULL
503;FR;BE;1;0503;Dealing (ISA);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;2;1;2;DealingISA;1;2;NULL;1;NULL;NULL;NULL;NULL;past:503;0;NULL;NULL;NULL
503;NL;BE;1;0503;Dealing (ISA);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;2;1;2;DealingISA;1;2;NULL;1;NULL;NULL;NULL;NULL;past:503;0;NULL;NULL;NULL
503;NL;NL;1;0503;Dealing (ISA);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;2;1;2;DealingISA;1;2;NULL;1;NULL;NULL;NULL;NULL;past:503;0;NULL;NULL;NULL
505;EN;EX;1;v505;Notary account;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:505;-1;NULL;NULL;NULL
505;EN;GB;1;v505;Notary account;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:505;-1;NULL;NULL;NULL
505;FR;BE;1;v505;Notary account;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:505;-1;NULL;NULL;NULL
505;NL;BE;1;v505;Notary account;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:505;-1;NULL;NULL;NULL
505;NL;NL;1;v505;Notary account;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:505;-1;NULL;NULL;NULL
506;EN;EX;1;v506;Saving account;1900-01-01 00:00:00.000;GPA;2014-04-25 10:12:05.000;eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:506;-1;NULL;NULL;NULL
506;EN;GB;1;v506;Saving account;1900-01-01 00:00:00.000;GPA;2014-04-25 10:12:05.000;eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:506;-1;NULL;NULL;NULL
506;FR;BE;1;v506;Compte épargne;1900-01-01 00:00:00.000;GPA;2014-04-25 10:12:05.000;eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:506;-1;NULL;NULL;NULL
506;NL;BE;1;v506;Rendementsrekening;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:506;-1;NULL;NULL;NULL
506;NL;NL;1;v506;Saving account;1900-01-01 00:00:00.000;GPA;2014-04-25 10:12:05.000;eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:506;-1;NULL;NULL;NULL
507;EN;EX;1;v507;Effectenrekening Grand Cru;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:507;-1;NULL;NULL;NULL
507;EN;GB;1;v507;Effectenrekening Grand Cru;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:507;-1;NULL;NULL;NULL
507;FR;BE;1;v507;Effectenrekening Grand Cru;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:507;-1;NULL;NULL;NULL
507;NL;BE;1;v507;Effectenrekening Grand Cru;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:507;-1;NULL;NULL;NULL
507;NL;NL;1;v507;Effectenrekening Grand Cru;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:507;-1;NULL;NULL;NULL
508;EN;EX;1;v508;Rendementsrekening *;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:508;-1;NULL;NULL;NULL
508;EN;GB;1;v508;Rendementsrekening *;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:508;-1;NULL;NULL;NULL
508;FR;BE;1;v508;Rendementsrekening *;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:508;-1;NULL;NULL;NULL
508;NL;BE;1;v508;Rendementsrekening *;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:508;-1;NULL;NULL;NULL
508;NL;NL;1;v508;Rendementsrekening *;1900-01-01 00:00:00.000;GPA;2007-11-15 15:17:24.183;serv_eximius;NULL;NULL;1;1;1;0;1;2;Cashaccount;1;2;NULL;1;NULL;NULL;NULL;NULL;past:508;-1;NULL;NULL;NULL
518;EN;EX;2;0518;Dealing (PEP);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;1;1;2;DealingPEP;1;2;NULL;1;NULL;NULL;NULL;NULL;past:518;0;NULL;NULL;NULL
518;EN;GB;2;0518;Dealing (PEP);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;1;1;2;DealingPEP;1;2;NULL;1;NULL;NULL;NULL;NULL;past:518;0;NULL;NULL;NULL
518;FR;BE;2;0518;Dealing (PEP);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;1;1;2;DealingPEP;1;2;NULL;1;NULL;NULL;NULL;NULL;past:518;0;NULL;NULL;NULL
518;NL;BE;2;0518;Dealing (PEP);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;1;1;2;DealingPEP;1;2;NULL;1;NULL;NULL;NULL;NULL;past:518;0;NULL;NULL;NULL
518;NL;NL;2;0518;Dealing (PEP);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;1;1;2;DealingPEP;1;2;NULL;1;NULL;NULL;NULL;NULL;past:518;0;NULL;NULL;NULL
519;EN;EX;2;0519;Dealing (ISA);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;2;1;2;DealingISA;1;2;NULL;1;NULL;NULL;NULL;NULL;past:519;0;NULL;NULL;NULL
519;EN;GB;2;0519;Dealing (ISA);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;2;1;2;DealingISA;1;2;NULL;1;NULL;NULL;NULL;NULL;past:519;0;NULL;NULL;NULL
519;FR;BE;2;0519;Dealing (ISA);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;2;1;2;DealingISA;1;2;NULL;1;NULL;NULL;NULL;NULL;past:519;0;NULL;NULL;NULL
519;NL;BE;2;0519;Dealing (ISA);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;2;1;2;DealingISA;1;2;NULL;1;NULL;NULL;NULL;NULL;past:519;0;NULL;NULL;NULL
519;NL;NL;2;0519;Dealing (ISA);2003-11-19 11:24:14.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;1;1;NULL;2;1;2;DealingISA;1;2;NULL;1;NULL;NULL;NULL;NULL;past:519;0;NULL;NULL;NULL
520;EN;EX;1;0520;VdH Faciliteiten;2005-03-04 14:19:52.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHFaciliteiten;1;2;NULL;1;NULL;NULL;NULL;NULL;past:520;0;NULL;NULL;NULL
520;EN;GB;1;0520;VdH Faciliteiten;2005-03-04 14:19:52.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHFaciliteiten;1;2;NULL;1;NULL;NULL;NULL;NULL;past:520;0;NULL;NULL;NULL
520;FR;BE;1;0520;VdH Faciliteiten;2005-03-04 14:19:52.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHFaciliteiten;1;2;NULL;1;NULL;NULL;NULL;NULL;past:520;0;NULL;NULL;NULL
520;NL;BE;1;0520;VdH Faciliteiten;2005-03-04 14:19:52.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHFaciliteiten;1;2;NULL;1;NULL;NULL;NULL;NULL;past:520;0;NULL;NULL;NULL
520;NL;NL;1;0520;VdH Faciliteiten;2005-03-04 14:19:52.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHFaciliteiten;1;2;NULL;1;NULL;NULL;NULL;NULL;past:520;0;NULL;NULL;NULL
521;EN;EX;1;0521;VdH Loan;2005-03-04 14:21:15.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHLoan;1;2;NULL;1;NULL;NULL;NULL;NULL;past:521;0;NULL;NULL;NULL
521;EN;GB;1;0521;VdH Loan;2005-03-04 14:21:15.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHLoan;1;2;NULL;1;NULL;NULL;NULL;NULL;past:521;0;NULL;NULL;NULL
521;FR;BE;1;0521;VdH Loan;2005-03-04 14:21:15.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHLoan;1;2;NULL;1;NULL;NULL;NULL;NULL;past:521;0;NULL;NULL;NULL
