PortfolioID;PortfolioCurrency;SecurityID;SecurityCurrency;SecurityFullName;SecurityType;OptionClass;OptionStrikeDate;OptionStrikePrice;OptionCallPutIndicator;HoldingsDate;Quantity;Price;MarketValueInLocalCurrency;MarketValueInPortfolioCurrency;SecurityLongName;SecurityISIN;SecurityExchangeCode;SecurityMarketIdentificationCode;SecurityIsHelpFund;SecurityCorrectionalFraction;SecurityExpirationDate;SecurityContractSize;SecurityOptionStrikeCurrency;SecurityAdministrationUnit;SecurityOrderStream
0450144488;EUR;234889;USD;MERCK AND CO;SHS;;;;;2024-10-18;35;108.7;3804.5;3510.98;MERCK AND CO;US58933Y1055;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;236535;EUR;AIR LIQUIDE;SHS;;;;;2024-10-18;24;173.68;4168.32;4168.32;AIR LIQUIDE;FR0000120073;EFP;XPAR;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;245616;USD;SERVICENOW;SHS;;;;;2024-10-18;3;921.75;2765.25;2551.91;SERVICENOW;US81762P1021;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;247237;USD;MSCI INC;SHS;;;;;2024-10-18;7;608.02;4256.14;3927.78;MSCI INC;US55354G1004;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;251187;EUR;ROB FIN INST BD;SHS;;;;;2024-10-18;276;96.13;26531.88;26531.88;ROBECO FINANCIAL INSTITUTION BDS C DIS;LU0971565576;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;254922;USD;EQUINIX_REIT;SHS;;;;;2024-10-18;2;895.2;1790.4;1652.27;EQUINIX REIT;US29444U7000;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;256070;SEK;ASSA ABLOY B;SHS;;;;;2024-10-18;160;340;54400;4775.2;ASSA ABLOY B;SE0007100581;SSS;XSTO;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;257330;EUR;ROBECO GLB CREDIT BD;SHS;;;;;2024-10-18;203;89.52;18172.56;18172.56;ROBECO GLOBAL CREDIT BOND DIS;LU1071420373;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;266262;USD;VISA A;SHS;;;;;2024-10-18;22;290.62;6393.64;5900.37;VISA A;US92826C8394;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;274265;USD;ACCENTURE A    AM NT;SHS;;;;;2024-10-18;13;376.86;4899.18;4521.21;ACCENTURE A            AM NOT;IE00B4BNMY34;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;283206;EUR;AEGON ASSET MGT EU;SHS;;;;;2024-10-18;1875;11.84;22205.06;22205.06;AEGON ASSET MGT EUROPEAN ABS I CAP;IE00BZ005F46;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;287307;CHF;SIKA;SHS;;;;;2024-10-18;12;255;3060;3260.17;SIKA;CH0418792922;0004;XSWX;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;288892;EUR;VANG 20Y EUR TR IDX;SHS;;;;;2024-10-18;123;155.44;19120.15;19120.15;VANGUARD 20 YR EUR TREAS INDEX ACC;IE00B246KL88;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;290979;EUR;ROBECO CAP CO HY B;SHS;;;;;2024-10-18;219;93.05;20377.95;20377.95;ROBECO CAP GWTH CO HYBRD CH EUR DIS X;LU1718492330;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;291176;EUR;XTRACKERS IBOXX CORP;SHS;;;;;2024-10-18;965;15.2;14676.2;14676.2;XTRACKERS IBOXX CORP YIELD ETF DIS;IE00BYPHT736;0830;XETR;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;294104;USD;APPLE;SHS;;;;;2024-10-18;35;235;8225;7590.44;APPLE;US0378331005;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0450144488;EUR;;EUR;;;;;;;2024-10-18;;;15070.36;15070.36;;;;;;;;;;;
0522099084;EUR;038894;EUR;VANGUARD EUR CORP BD;SHS;;;;;2024-10-18;460;48.94;22512.4;22512.4;VANGUARD EUR CORP BOND ETF DIS;IE00BZ163G84;ENA;XAMS;N;0;;;;ST;ORDERS AMSTERDAMSE BEURS
0522099084;EUR;039590;EUR;WOLTERS KLUWER;SHS;;;;;2024-10-18;180;159;28620;28620;WOLTERS KLUWER;NL0000395903;ENA;XAMS;N;0;;;;ST;ORDERS AMSTERDAMSE BEURS
0522099084;EUR;052763;GBP;ASHTEAD GROUP;SHS;;;;;2024-10-18;710;59.02;41904.2;50462.71;ASHTEAD GROUP;GB0000536739;0361;XLON;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;055934;EUR;LVMH;SHS;;;;;2024-10-18;40;623.2;24928;24928;LVMH;FR0000121014;EFP;XPAR;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;060186;EUR;DSM FIRMENICH;SHS;;;;;2024-10-18;305;118.1;36020.5;36020.5;DSM FIRMENICH;CH1216478797;ENA;XAMS;N;0;;;;ST;ORDERS AMSTERDAMSE BEURS
0522099084;EUR;061299;USD;EDWARDS LIFESCIENCES;SHS;;;;;2024-10-18;270;70.27;18972.9;17509.14;EDWARDS LIFESCIENCES CORP;US28176E1082;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;069629;USD;DANAHER;SHS;;;;;2024-10-18;105;274.38;28809.9;26587.22;DANAHER;US2358511028;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;071932;EUR;ASML  HOLDING;SHS;;;;;2024-10-18;45;664.5;29902.5;29902.5;ASML HOLDING;NL0010273215;ENA;XAMS;N;0;;;;ST;ORDERS AMSTERDAMSE BEURS
0522099084;EUR;078013;USD;SYNOPSYS;SHS;;;;;2024-10-18;55;507.03;27886.65;25735.19;SYNOPSYS;US8716071076;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;079481;USD;MICROSOFT;SHS;;;;;2024-10-18;150;418.16;62724;57884.84;MICROSOFT;US5949181045;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;079557;USD;THERMO FISHER SCIENT;SHS;;;;;2024-10-18;60;601.71;36102.6;33317.28;THERMO FISHER SCIENTIFIC;US8835561023;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;081568;EUR;ISH EUR GOV 10 15Y;SHS;;;;;2024-10-18;305;155.31;47369.55;47369.55;ISHARES EURO GOVERNMENT BD 10-15Y ETF;IE00B4WXJH41;ENA;XAMS;N;0;;;;ST;ORDERS AMSTERDAMSE BEURS
0522099084;EUR;090414;EUR;L OREAL;SHS;;;;;2024-10-18;80;372.7;29816;29816;L OREAL;FR0000120321;EFP;XPAR;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;090649;USD;APPLIED MATERIALS;SHS;;;;;2024-10-18;160;186.36;29817.6;27517.17;APPLIED MATERIALS;US0382221051;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;091573;USD;ADOBE;SHS;;;;;2024-10-18;40;494.9;19796;18268.74;ADOBE;US00724F1012;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;092895;USD;STRYKER CORP;SHS;;;;;2024-10-18;85;369.56;31412.6;28989.12;STRYKER CORP;US8636671013;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;093413;USD;COCA-COLA;SHS;;;;;2024-10-18;545;70.44;38389.8;35428.03;COCA-COLA CO;US1912161007;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;093892;USD;MARSH AND MCLENNAN;SHS;;;;;2024-10-18;60;224.66;13479.6;12439.65;MARSH AND MCLENNAN;US5717481023;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;094329;USD;SHERWIN WILLIAM;SHS;;;;;2024-10-18;30;388.36;11650.8;10751.94;SHERWIN-WILLIAMS CO;US8243481061;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;099567;USD;NIKE B;SHS;;;;;2024-10-18;300;82.92;24876;22956.82;NIKE B;US6541061031;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;201374;USD;NETFLIX;SHS;;;;;2024-10-18;25;763.89;19097.25;17623.9;NETFLIX;US64110L1061;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;201671;USD;ALPHABET A;SHS;;;;;2024-10-18;265;163.42;43306.3;39965.22;ALPHABET A;US02079K3059;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;202327;EUR;ISH SP 500 ENERGY;SHS;;;;;2024-10-18;3260;8.36;27279.68;27279.68;ISHARES SP 500 ENERGY SECTOR ETF ACC;IE00B42NKQ00;0830;XETR;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;204086;CHF;STRAUMANN HOLDING;SHS;;;;;2024-10-18;170;130.6;22202;23654.38;STRAUMANN HOLDING;CH1175448666;0004;XSWX;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;204463;SEK;ATLAS COPCO A;SHS;;;;;2024-10-18;1600;183.55;293680;25779.05;ATLAS COPCO A;SE0017486889;SSS;XSTO;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;204768;EUR;XT II EUR HY CORP;SHS;;;;;2024-10-18;1380;16.02;22118.64;22118.64;XTRACKER II EUR HY CORP BD 1D ETF DIS;LU1109942653;0830;XETR;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;204804;USD;AMAZON.COM;SHS;;;;;2024-10-18;275;188.99;51972.25;47962.59;AMAZON.COM;US0231351067;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;207476;USD;INTUITIVE SURGICAL;SHS;;;;;2024-10-18;50;521.15;26057.5;24047.16;INTUITIVE SURGICAL;US46120E6023;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;211689;CHF;CIE FIN RICHEMONT;SHS;;;;;2024-10-18;110;127.45;14019.5;14936.61;CIE FINANCIERE RICHEMONT;CH0210483332;0004;XSWX;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;212422;DKK;NOVO NORDISK B;SHS;;;;;2024-10-18;120;807.2;96864;12989.5;NOVO NORDISK B;DK0062498333;SDC;XCSE;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;215989;USD;NVIDIA CORP;SHS;;;;;2024-10-18;510;138;70380;64950.18;NVIDIA CORP;US67066G1040;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;217076;EUR;ROB GLB DYN DUR GH;SHS;;;;;2024-10-18;850;73.97;62874.5;62874.5;ROBECO GLOBAL DYNAMIC DURATION GH DIS;LU2819788618;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;217464;EUR;ROBECO QI EM I ACC;SHS;;;;;2024-10-18;600;126.58;75948;75948;ROBECO QI EMERGING MARKETS FUND I ACC;LU0951559524;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;217526;EUR;FIRST TRUST GLOBAL;SHS;;;;;2024-10-18;753;36.74;27665.22;27665.22;FIRST TRUST GLOBAL FUNDS ETF ACC;IE00BF16M727;0830;XETR;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;226343;USD;MASTERCARD;SHS;;;;;2024-10-18;75;516.34;38725.5;35737.83;MASTERCARD;US57636Q1040;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;226675;EUR;HERMES INTERN;SHS;;;;;2024-10-18;4;2089;8356;8356;HERMES INTERNATIONAL;FR0000052292;EFP;XPAR;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;234889;USD;MERCK AND CO;SHS;;;;;2024-10-18;225;108.7;24457.5;22570.6;MERCK AND CO;US58933Y1055;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;236535;EUR;AIR LIQUIDE;SHS;;;;;2024-10-18;205;173.68;35604.4;35604.4;AIR LIQUIDE;FR0000120073;EFP;XPAR;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;245616;USD;SERVICENOW;SHS;;;;;2024-10-18;25;921.75;23043.75;21265.92;SERVICENOW;US81762P1021;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;247237;USD;MSCI INC;SHS;;;;;2024-10-18;60;608.02;36481.2;33666.68;MSCI INC;US55354G1004;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;251187;EUR;ROB FIN INST BD;SHS;;;;;2024-10-18;305;96.13;29319.65;29319.65;ROBECO FINANCIAL INSTITUTION BDS C DIS;LU0971565576;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;254922;USD;EQUINIX_REIT;SHS;;;;;2024-10-18;10;895.2;8952;8261.35;EQUINIX REIT;US29444U7000;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;256070;SEK;ASSA ABLOY B;SHS;;;;;2024-10-18;995;340;338300;29695.77;ASSA ABLOY B;SE0007100581;SSS;XSTO;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;257330;EUR;ROBECO GLB CREDIT BD;SHS;;;;;2024-10-18;230;89.52;20589.6;20589.6;ROBECO GLOBAL CREDIT BOND DIS;LU1071420373;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;266262;USD;VISA A;SHS;;;;;2024-10-18;155;290.62;45046.1;41570.79;VISA A;US92826C8394;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;274265;USD;ACCENTURE A    AM NT;SHS;;;;;2024-10-18;85;376.86;32033.1;29561.75;ACCENTURE A            AM NOT;IE00B4BNMY34;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;283206;EUR;AEGON ASSET MGT EU;SHS;;;;;2024-10-18;2090;11.84;24751.24;24751.24;AEGON ASSET MGT EUROPEAN ABS I CAP;IE00BZ005F46;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;287307;CHF;SIKA;SHS;;;;;2024-10-18;90;255;22950;24451.31;SIKA;CH0418792922;0004;XSWX;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;288892;EUR;VANG 20Y EUR TR IDX;SHS;;;;;2024-10-18;140;155.44;21762.78;21762.78;VANGUARD 20 YR EUR TREAS INDEX ACC;IE00B246KL88;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;290979;EUR;ROBECO CAP CO HY B;SHS;;;;;2024-10-18;245;93.05;22797.25;22797.25;ROBECO CAP GWTH CO HYBRD CH EUR DIS X;LU1718492330;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;291176;EUR;XTRACKERS IBOXX CORP;SHS;;;;;2024-10-18;1075;15.2;16349.14;16349.14;XTRACKERS IBOXX CORP YIELD ETF DIS;IE00BYPHT736;0830;XETR;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;294104;USD;APPLE;SHS;;;;;2024-10-18;250;235;58750;54217.44;APPLE;US0378331005;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0522099084;EUR;;EUR;;;;;;;2024-10-18;;;23768.1;23768.1;;;;;;;;;;;
0136831516;EUR;038149;EUR;EXOR;SHS;;;;;2024-10-18;130;98.7;12831;12831;EXOR;NL0012059018;ENA;XAMS;N;0;;;;ST;ORDERS AMSTERDAMSE BEURS
0136831516;EUR;060045;USD;PERSHING SQUARE HOLD;SHS;;;;;2024-10-18;615;48.25;29673.75;27384.42;PERSHING SQUARE HOLDINGS;GG00BPFJTF46;ENA;XAMS;N;0;;;;ST;ORDERS AMSTERDAMSE BEURS
0136831516;EUR;062554;EUR;VOLKSWAGEN PA;SHS;;;;;2024-10-18;25;91.92;2298;2298;P A VOLKSWAGEN;DE0007664039;0044;XETR;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0136831516;EUR;079463;CAD;FAIRFAX FIN HOLD;SHS;;;;;2024-10-18;10;1728.54;17285.4;11569.81;FAIRFAX FINANCIAL HOLDINGS;CA3039011026;NCT;XTSE;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0136831516;EUR;086881;EUR;TESSENDERLO;SHS;;;;;2024-10-18;205;25.85;5299.25;5299.25;TESSENDERLO;BE0003555639;0006;XBRU;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0136831516;EUR;087292;SGD;DBSH;SHS;;;;;2024-10-18;300;39.7;11910;8381.42;DBS GROUP HOLDINGS;SG1L01001701;FMS;XSES;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0136831516;EUR;094063;USD;OCCIDENTAL PET;SHS;;;;;2024-10-18;90;51.66;4649.4;4290.7;OCCIDENTAL PETROLEUM CORP;US6745991058;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0136831516;EUR;097672;GBP;BARRATT REDROW PLC;SHS;;;;;2024-10-18;1040;4.88;5075.2;6113.01;BARRATT REDROW PLC;GB0000811801;0361;XLON;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0136831516;EUR;200664;USD;FERGUSON ENTRPRISES;SHS;;;;;2024-10-18;25;204.48;5112;4717.61;FERGUSON ENTERPRISES;US31488V1070;NAY;XNYS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0136831516;EUR;200799;EUR;AZVALOR LU INT I CAP;SHS;;;;;2024-10-18;7;1950.35;13652.49;13652.49;AZVALOR LUX INTERNATIONAL I CAP;LU1333146287;ECF;ZFUN;N;0;;;;ST;STP BUITENLANDSE BEURZEN
0136831516;EUR;201671;USD;ALPHABET A;SHS;;;;;2024-10-18;85;163.42;13890.7;12819.03;ALPHABET A;US02079K3059;NAO;XNAS;N;0;;;;ST;STP BUITENLANDSE BEURZEN
