CodeId;CodeLanguage;CodeCountry;ExternalCode;MovementGroupID;MovementType;OptionDirection;ShortDescription;Caption;Created;CreatedBy;Modified;ModifiedBy;ValidFrom;ValidUntil;MovementSign;COAMovement;InternalCorrection;FeeCategory;EnumCaption;CustomField;IsIncome;CreateCashTransaction;FixCode;TaxLotProcessingTypeId;TaxableRPLCalculationDisabled;UniqueID;UpdateMask;IsPrepayment;MarketValueCalculationEnabled;RPLCalculationDisabled;CashTransactioncode;OverridesCodeId
7;EN;GB;3007;4;1;2;Opening Sell Option;Opening Sell Option;1900-01-01 00:00:00.000;GPA;2010-02-23 12:54:09.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:7;-1;NULL;NULL;NULL;NULL;NULL
7;FR;BE;3007;4;1;2;Vente ouverte option;Vente Ouverte Option;1900-01-01 00:00:00.000;GPA;2010-02-23 12:54:09.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:7;-1;NULL;NULL;NULL;NULL;NULL
7;NL;BE;3007;4;1;2;Aankoop Optie Sluiting;Aankoop Optie Sluiting;1900-01-01 00:00:00.000;GPA;1900-01-01 00:00:00.000;GPA;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:7;-1;NULL;NULL;NULL;NULL;NULL
7;NL;NL;3007;4;1;2;Opening Sell Option;Opening Sell Option;1900-01-01 00:00:00.000;GPA;2010-02-23 12:54:09.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:7;-1;NULL;NULL;NULL;NULL;NULL
8;EN;EX;3008;4;1;2;Closing Sell Option;Closing Sell Option;1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:8;-1;NULL;NULL;NULL;NULL;NULL
8;EN;GB;3008;4;1;2;Closing Sell Option;Closing Sell Option;1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:8;-1;NULL;NULL;NULL;NULL;NULL
8;FR;BE;3008;4;1;2;Vente Clôturée Option;Vente Clôturée Option;1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:8;-1;NULL;NULL;NULL;NULL;NULL
8;NL;BE;3008;4;1;2;Verkoop Optie Opening;Verkoop Optie Opening;1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:8;-1;NULL;NULL;NULL;NULL;NULL
8;NL;NL;3008;4;1;2;Closing Sell Option;Closing Sell Option;1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:8;-1;NULL;NULL;NULL;NULL;NULL
9;EN;EX;3009;3;1;3;Withdrawal;Withdrawal;1900-01-01 00:00:00.000;GPA;2010-02-23 13:03:24.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:9;-1;NULL;NULL;NULL;NULL;NULL
9;EN;GB;3009;3;1;3;Withdrawal;Withdrawal;1900-01-01 00:00:00.000;GPA;2010-02-23 13:03:24.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:9;-1;NULL;NULL;NULL;NULL;NULL
9;FR;BE;3009;3;1;3;Retrait;Retrait;1900-01-01 00:00:00.000;GPA;2008-05-15 12:05:35.000;serv_eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:9;-1;NULL;NULL;NULL;NULL;NULL
9;NL;BE;3009;3;1;3;Opname;Opname;1900-01-01 00:00:00.000;GPA;1900-01-01 00:00:00.000;GPA;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:9;-1;NULL;NULL;NULL;NULL;NULL
9;NL;NL;3009;3;1;3;Withdrawal;Withdrawal;1900-01-01 00:00:00.000;GPA;2010-02-23 13:03:24.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:9;-1;NULL;NULL;NULL;NULL;NULL
10;EN;EX;3010;3;1;3;"Eurocard Creation ";Eurocard Creation;1900-01-01 00:00:00.000;GPA;2010-02-23 13:41:42.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:10;-1;NULL;NULL;NULL;NULL;NULL
10;EN;GB;3010;3;1;3;"Eurocard Creation ";Eurocard Creation;1900-01-01 00:00:00.000;GPA;2010-02-23 13:41:42.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:10;-1;NULL;NULL;NULL;NULL;NULL
10;FR;BE;3010;3;1;3;Création Eurocard;Création Eurocard;1900-01-01 00:00:00.000;GPA;2010-02-23 13:41:42.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:10;-1;NULL;NULL;NULL;NULL;NULL
10;NL;BE;3010;3;1;3;Creatie Eurocard;Creatie Eurocard;1900-01-01 00:00:00.000;GPA;1900-01-01 00:00:00.000;GPA;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:10;-1;NULL;NULL;NULL;NULL;NULL
10;NL;NL;3010;3;1;3;"Eurocard Creation ";Eurocard Creation;1900-01-01 00:00:00.000;GPA;2010-02-23 13:41:42.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:10;-1;NULL;NULL;NULL;NULL;NULL
11;EN;EX;3011;3;1;3;Eurocard Contribution;Eurocard Contribution;1900-01-01 00:00:00.000;GPA;2010-02-23 13:43:46.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:11;-1;NULL;NULL;NULL;NULL;NULL
11;EN;GB;3011;3;1;3;Eurocard Contribution;Eurocard Contribution;1900-01-01 00:00:00.000;GPA;2010-02-23 13:43:46.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:11;-1;NULL;NULL;NULL;NULL;NULL
11;FR;BE;3011;3;1;3;Contribution Eurocard;"Contribution Eurocard ";1900-01-01 00:00:00.000;GPA;2010-02-23 13:43:46.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:11;-1;NULL;NULL;NULL;NULL;NULL
11;NL;BE;3011;3;1;3;Bijdrage Eurocard;Bijdrage Eurocard;1900-01-01 00:00:00.000;GPA;1900-01-01 00:00:00.000;GPA;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:11;-1;NULL;NULL;NULL;NULL;NULL
11;NL;NL;3011;3;1;3;Eurocard Contribution;Eurocard Contribution;1900-01-01 00:00:00.000;GPA;2010-02-23 13:43:46.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:11;-1;NULL;NULL;NULL;NULL;NULL
12;EN;EX;3012;4;1;3;Internal transfer;Internal transfer;1900-01-01 00:00:00.000;GPA;2010-01-28 10:41:11.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:12;-1;NULL;NULL;NULL;NULL;NULL
12;EN;GB;3012;4;1;3;Internal transfer;Internal transfer;1900-01-01 00:00:00.000;GPA;2010-01-28 10:41:11.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:12;-1;NULL;NULL;NULL;NULL;NULL
12;FR;BE;3012;4;1;3;Transfert interne;Transfert interne;1900-01-01 00:00:00.000;GPA;2010-01-28 10:41:11.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:12;-1;NULL;NULL;NULL;NULL;NULL
12;NL;BE;3012;4;1;3;Interne transfer;Interne transfer;1900-01-01 00:00:00.000;GPA;2010-01-28 10:41:11.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:12;-1;NULL;NULL;NULL;NULL;NULL
12;NL;NL;3012;4;1;3;Internal transfer;Internal transfer;1900-01-01 00:00:00.000;GPA;2010-01-28 10:41:11.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:12;-1;NULL;NULL;NULL;NULL;NULL
13;EN;EX;3013;3;1;3;Transfer;Transfer;1900-01-01 00:00:00.000;BAIInstaller;2018-12-20 10:30:43.000;eXimiusSvcProd;NULL;NULL;3;0;1;NULL;Overschrijving;NULL;NULL;NULL;NULL;NULL;NULL;pmc:13;2097175;NULL;NULL;NULL;NULL;NULL
13;EN;GB;3013;3;1;3;Transfer;Transfer;1900-01-01 00:00:00.000;BAIInstaller;2018-12-20 10:30:43.000;eXimiusSvcProd;NULL;NULL;3;0;1;NULL;Overschrijving;NULL;NULL;NULL;NULL;NULL;NULL;pmc:13;2097175;NULL;NULL;NULL;NULL;NULL
13;FR;BE;3013;3;1;3;Virement;Virement;1900-01-01 00:00:00.000;BAIInstaller;2018-12-20 10:30:43.000;eXimiusSvcProd;NULL;NULL;3;0;1;NULL;Overschrijving;NULL;NULL;NULL;NULL;NULL;NULL;pmc:13;18;NULL;NULL;NULL;NULL;NULL
13;NL;BE;3013;3;1;3;Overschrijving;Overschrijving;1900-01-01 00:00:00.000;BAIInstaller;2018-12-20 10:30:43.000;eXimiusSvcProd;NULL;NULL;3;0;1;NULL;Overschrijving;NULL;NULL;NULL;NULL;NULL;NULL;pmc:13;18;NULL;NULL;NULL;NULL;NULL
13;NL;NL;3013;3;1;3;Transfer;Transfer;1900-01-01 00:00:00.000;BAIInstaller;2018-12-20 10:30:43.000;eXimiusSvcProd;NULL;NULL;3;0;1;NULL;Overschrijving;NULL;NULL;NULL;NULL;NULL;NULL;pmc:13;2097175;NULL;NULL;NULL;NULL;NULL
14;EN;EX;3014;3;1;3;Transfer;Transfer;1900-01-01 00:00:00.000;GPA;2018-12-20 11:27:03.000;eXimiusSvcProd;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:14;-1;NULL;NULL;NULL;NULL;NULL
14;EN;GB;3014;3;1;3;Transfer;Transfer;1900-01-01 00:00:00.000;GPA;2018-12-20 11:27:03.000;eXimiusSvcProd;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:14;-1;NULL;NULL;NULL;NULL;NULL
14;FR;BE;3014;3;1;3;Virement;Virement globalisé;1900-01-01 00:00:00.000;GPA;2018-12-20 11:27:03.000;eXimiusSvcProd;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:14;-1;NULL;NULL;NULL;NULL;NULL
14;NL;BE;3014;3;1;3;Overschrijving;Overschrijving;1900-01-01 00:00:00.000;GPA;2018-12-20 11:27:03.000;eXimiusSvcProd;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:14;-1;NULL;NULL;NULL;NULL;NULL
14;NL;NL;3014;3;1;3;Transfer;Transfer;1900-01-01 00:00:00.000;GPA;2018-12-20 11:27:03.000;eXimiusSvcProd;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:14;-1;NULL;NULL;NULL;NULL;NULL
15;EN;EX;3015;3;1;3;Transfer;IN Transfer;1900-01-01 00:00:00.000;GPA;2010-02-23 13:48:21.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:15;-1;NULL;NULL;NULL;NULL;NULL
15;EN;GB;3015;3;1;3;Transfer;IN Transfer;1900-01-01 00:00:00.000;GPA;2010-02-23 13:48:21.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:15;-1;NULL;NULL;NULL;NULL;NULL
15;FR;BE;3015;3;1;3;Virement;Transfert IN;1900-01-01 00:00:00.000;GPA;1900-01-01 00:00:00.000;GPA;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:15;-1;NULL;NULL;NULL;NULL;NULL
15;NL;BE;3015;3;1;3;Overschrijving;Overschrijving IN;1900-01-01 00:00:00.000;GPA;1900-01-01 00:00:00.000;GPA;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:15;-1;NULL;NULL;NULL;NULL;NULL
15;NL;NL;3015;3;1;3;Transfer;IN Transfer;1900-01-01 00:00:00.000;GPA;2010-02-23 13:48:21.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:15;-1;NULL;NULL;NULL;NULL;NULL
16;EN;EX;3016;3;1;3;Standing Order;Standing Order;1900-01-01 00:00:00.000;GPA;2010-02-23 13:49:24.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:16;-1;NULL;NULL;NULL;NULL;NULL
16;EN;GB;3016;3;1;3;Standing Order;Standing Order;1900-01-01 00:00:00.000;GPA;2010-02-23 13:49:24.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:16;-1;NULL;NULL;NULL;NULL;NULL
16;FR;BE;3016;3;1;3;Ordre permanent;Ordre permanent;1900-01-01 00:00:00.000;GPA;1900-01-01 00:00:00.000;GPA;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:16;-1;NULL;NULL;NULL;NULL;NULL
16;NL;BE;3016;3;1;3;Permanente opdracht;Permanente opdracht;1900-01-01 00:00:00.000;GPA;1900-01-01 00:00:00.000;GPA;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:16;-1;NULL;NULL;NULL;NULL;NULL
16;NL;NL;3016;3;1;3;Standing Order;Standing Order;1900-01-01 00:00:00.000;GPA;2010-02-23 13:49:24.000;eximius;NULL;NULL;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:16;-1;NULL;NULL;NULL;NULL;NULL
17;EN;EX;3017;3;1;3;Expiration of Short Option;Expiration of Short Option;1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:17;-1;NULL;NULL;NULL;NULL;NULL
17;EN;GB;3017;3;1;3;Expiration of Short Option;Expiration of Short Option;1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:17;-1;NULL;NULL;NULL;NULL;NULL
17;FR;BE;3017;3;1;3;Expiration d'option short;Expiration d'Option Short;1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:17;-1;NULL;NULL;NULL;NULL;NULL
17;NL;BE;3017;3;1;3;Overschrijving;Overschrijving van een interne PO;1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:17;-1;NULL;NULL;NULL;NULL;NULL
17;NL;NL;3017;3;1;3;Expiration of Short Option;Expiration of Short Option;1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:17;-1;NULL;NULL;NULL;NULL;NULL
18;EN;EX;3018;3;1;3;"Standing Order Creation ";"Standing Order Creation ";1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:18;-1;NULL;NULL;NULL;NULL;NULL
18;EN;GB;3018;3;1;3;"Standing Order Creation ";"Standing Order Creation ";1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:18;-1;NULL;NULL;NULL;NULL;NULL
18;FR;BE;3018;3;1;3;Création ordre permanent;Création ordre permanent;1900-01-01 00:00:00.000;GPA;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;pmc:18;-1;NULL;NULL;NULL;NULL;NULL
