ObjID;CoverageRate;DefaultTradingStockExchange_ID;DefaultValuationStockExchange_ID;DefaultVSEQuotationType_ID;EmissionAccruedInterestsInclusive;EmissionAmount_Am;EmissionAmount_Iso;EmissionCurrency;EmissionDate;EmissionPercentage;EmissionQuotationType_ID;EndDate;FreeTxt;ID_Code1;ID_Code2;ID_CodeType_ID1;ID_CodeType_ID2;ISIN_Code;Latest_MarginAmount_Am;Latest_MarginAmount_Iso;OptionCharacter_ID;OptionExercisePrice_Am;OptionExercisePrice_Iso;OptionOptionType_ID;OptionUnderlyingFinancialInstrument_ObjID;OptionUnderlyingNumber;ProductGroup_ID;ProductName_1;ProductName_2;ProductName_3;RedemptionAmount_Am;RedemptionAmount_Iso;RedemptionDate;RedemptionPercentage;RedemptionType_ID;StartDate;Symbol;ModifiedForHistory;ValidFrom;ValidUntil;ClassName;Created;CreatedBy;LockID;Modified;ModifiedBy;StatusID;StatusReasonID;CommissionCategoryID;CrestSettlementID;JISAEligibleID;ISAEligibleID;RSPEnabledID;ProductClassificationRoutingID;ResID;AutoDealID;StampDutyMarkerID;MIFIDComplexTypeID;MIFIDTypeID;IssueClosingDate;PreRefundingDate;PreRefundingPrice;RiskPercentage;WarrantConversionRatio;TaxLotDetailDisabledID;ProductClassificationSettlementID;BuyingPowerCoverage;MarginLongCoverage;MarginShortCoverage;ProductTypeID;TaxTransferAllowed;DealByUnitOrValueID;LevyID;ObjID_CIssuer;RdrID;UcitsID;FundCompany;FundIncomeDistributionTypeID;FundIntroductionFeePercentage;FundLaunchDate;FundManagementFeePercentage;FundMinimumInvestedAmount;FundNAV;FundNAVLaunchDate;FundObjective;FundPromoter;FundShareClassTypeID;FundSize;ProductResearch;ManagementTypeBitFlag;OnlineTradingAllowed;Valuationpoint;USWithholdingTax;IsCommodityDerivative;UID;InvestmentHorizonID;RiskToleranceID;DealingCutOffNrDays;DealingCutOffNrMinutes;DealingFrequencyID;FundNotes;AbilityToBearLossBitFlag;InvestmentObjectiveBitFlag;ExternalCostGroupId
316B5B07-5709-4B4C-867C-38E5F2A4589F;15.000000000;7;7;1;0;NULL;NULL;EUR;1900-01-01 00:00:00.000;NULL;1;NULL;;1882;NULL;3;9;DE000SHA0019;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;SCHAEFFLER AG;SCHAEFFLER AG;SCHAEFFLER AG;NULL;NULL;NULL;NULL;NULL;1900-01-01 00:00:00.000;DE000SHA0159;1900-01-01 00:00:00.000;NULL;NULL;BAPMSProdCatB.CProduct_MainInfo;2018-12-12 14:06:11.410;HJACQUEMIN;B68EC68F-F675-4C18-B74C-564328E46CE2;2024-10-14 16:18:45.487;HJACQUEMIN;1;-1;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-1;NULL;0;NULL;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
370AEABF-A2C4-4276-B687-1005BE3071FF;15.000000000;8;8;1;NULL;NULL;NULL;EUR;1900-01-01 00:00:00.000;NULL;1;NULL;;1886;NULL;3;9;LU0346389348;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;FIDELITY FUNDS - GLOBAL TECHNOLOGY;FIDELITY FUNDS - GLOBAL TECHNOLOGY;FIDELITY FUNDS - GLOBAL TECHNOLOGY;NULL;NULL;NULL;NULL;NULL;1900-01-01 00:00:00.000;LU0346389348;1900-01-01 00:00:00.000;NULL;NULL;BAPMSProdCatB.CProduct_MainInfo;2018-12-12 14:40:50.260;HJACQUEMIN;5232F6B1-8849-4A39-806C-FD3C8946CEB5;2022-07-05 10:00:29.827;AX-130325;1;-1;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-1;NULL;0;NULL;12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
7B4F1EEF-94D3-4883-B4B5-546F6B8240AD;15.000000000;8;8;1;NULL;NULL;NULL;EUR;1900-01-01 00:00:00.000;NULL;1;NULL;;1894;NULL;3;9;LU1902333670;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;CAPIVA PLUS FUND EUR;CAPIVA PLUS FUND EUR;CAPIVA PLUS FUND EUR;NULL;NULL;NULL;NULL;NULL;1900-01-01 00:00:00.000;LU1902333670;1900-01-01 00:00:00.000;NULL;NULL;BAPMSProdCatB.CProduct_MainInfo;2018-12-12 15:56:23.940;HJACQUEMIN;66CB18F5-99F1-48B1-9E18-8777A19743D1;2022-07-05 10:00:29.827;AX-130325;1;-1;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-1;NULL;0;NULL;13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
AE32CEBC-98DE-4893-AB8A-328DDDB2B74C;15.000000000;8;8;1;0;NULL;NULL;EUR;1900-01-01 00:00:00.000;NULL;1;NULL;;1897;NULL;3;9;LU1864954620;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;THREADNEEDLE - GLOBAL EQUITY INCOME;THREADNEEDLE - GLOBAL EQUITY INCOME;THREADNEEDLE - GLOBAL EQUITY INCOME;NULL;NULL;NULL;NULL;NULL;1900-01-01 00:00:00.000;LU1864954620;1900-01-01 00:00:00.000;NULL;NULL;BAPMSProdCatB.CProduct_MainInfo;2018-12-17 10:34:56.410;HJACQUEMIN;167B4066-7BB9-4BE9-8869-22ED67256700;2022-07-05 10:00:29.827;AX-130325;1;-1;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-1;NULL;0;NULL;14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2ECDF2A6-2E49-45E0-8873-27E5FA5773E0;15.000000000;6;6;1;NULL;NULL;NULL;USD;1900-01-01 00:00:00.000;NULL;1;NULL;;1903;NULL;3;9;IE00B53QDK08;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;iSH MSCI JAPAN UCITS ETF (ACC);iSH MSCI JAPAN UCITS ETF (ACC);iSH MSCI JAPAN UCITS ETF (ACC);NULL;NULL;NULL;NULL;NULL;1900-01-01 00:00:00.000;IE00B53QDK08;1900-01-01 00:00:00.000;NULL;NULL;BAPMSProdCatB.CProduct_MainInfo;2019-01-02 14:39:22.000;HJACQUEMIN;110F7F6D-0674-4FEF-B8BF-64A77D032A02;2022-07-05 10:00:29.827;AX-130325;1;-1;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;3;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-1;NULL;0;NULL;15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
F3C7B136-71A1-4BDF-82CC-B3AD6E0BC4E3;15.000000000;6;6;1;NULL;NULL;NULL;USD;1900-01-01 00:00:00.000;NULL;1;NULL;;1904;NULL;3;9;IE00B52MJY50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;iSH CORE MSCI PACIFIC X JAPAN UCITS ETF;iSH CORE MSCI PACIFIC X JAPAN UCITS ETF;iSH CORE MSCI PACIFIC X JAPAN UCITS ETF;NULL;NULL;NULL;NULL;NULL;1900-01-01 00:00:00.000;IE00B52MJY50;1900-01-01 00:00:00.000;NULL;NULL;BAPMSProdCatB.CProduct_MainInfo;2019-01-02 14:51:39.270;HJACQUEMIN;BA7323B9-0A20-472E-87B4-5DD345F3287A;2022-07-05 10:00:29.827;AX-130325;1;-1;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;3;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-1;NULL;0;NULL;16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2BF57CA4-014C-4C50-948D-3E64E30F764D;15.000000000;3;3;1;0;NULL;NULL;EUR;NULL;NULL;1;NULL;;176;NULL;3;9;GB00BP6MXD84;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;SHELL PLC;SHELL PLC;SHELL PLC;NULL;NULL;NULL;NULL;NULL;2008-01-01 00:00:00.000;GB00BP6MXD84;1900-01-01 00:00:00.000;NULL;NULL;BAPMSProdCatB.CProduct_MainInfo;2009-05-04 13:36:20.920;eximius;C5739D67-0B52-4593-96D0-39F25FD4909F;2022-07-05 10:00:29.827;AX-130325;1;-1;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-1;NULL;0;NULL;17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
FA9A4C9B-2C82-48FC-BEA5-1C3FAB14ED8C;15.000000000;3;3;1;NULL;NULL;NULL;EUR;NULL;NULL;1;NULL;NULL;177;NULL;3;9;NL0000009538;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;PHILIPS ELECTRONICS NV;PHILIPS ELECTRONICS NV;PHILIPS ELECTRONICS NV;NULL;NULL;NULL;NULL;NULL;2008-01-01 00:00:00.000;NL0000009538;1900-01-01 00:00:00.000;NULL;NULL;BAPMSProdCatB.CProduct_MainInfo;2009-05-04 13:58:31.330;eximius;810D632A-425B-4AC5-8589-99331A0E03C5;2022-07-05 10:00:29.827;AX-130325;1;-1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
76BD408B-E178-46DD-B082-99843799F1E1;15.000000000;402;402;1;NULL;NULL;NULL;USD;NULL;NULL;1;NULL;NULL;178;NULL;3;9;US58405U1025;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;MEDCO HEALTH SOLUTIONS;MEDCO HEALTH SOLUTIONS;MEDCO HEALTH SOLUTIONS;NULL;NULL;NULL;NULL;NULL;2009-01-01 00:00:00.000;US58405U1025;1900-01-01 00:00:00.000;NULL;NULL;BAPMSProdCatB.CProduct_MainInfo;2009-05-04 14:02:09.903;eximius;8FE9FF07-2BA2-436F-A44A-460B3F928E11;2022-07-05 10:00:29.827;AX-130325;1;-1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
D51CABFD-09A6-4CC6-9971-4BC55B5C212A;15.000000000;3;3;1;0;NULL;NULL;EUR;NULL;NULL;1;2020-12-01 00:00:00.000;;179;NULL;3;9;NL0006034001;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;ASML HOLDING;ASML HOLDING;ASML HOLDING;NULL;NULL;NULL;NULL;NULL;2008-01-01 00:00:00.000;NL0006034001;1900-01-01 00:00:00.000;NULL;NULL;BAPMSProdCatB.CProduct_MainInfo;2009-05-04 14:40:28.000;eximius;3EF3F78E-56E7-403B-9346-7A37A8B15B2C;2022-07-05 10:00:29.827;AX-130325;2;-1;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-1;NULL;0;NULL;20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
E16A08C6-EA93-4642-8522-0265A6C28D59;15.000000000;402;402;1;NULL;NULL;NULL;USD;NULL;NULL;1;NULL;NULL;180;NULL;3;9;US1101221083;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;BRISTOL MYERS SQUIBB CO;BRISTOL MYERS SQUIBB CO;BRISTOL MYERS SQUIBB CO;NULL;NULL;NULL;NULL;NULL;2008-01-01 00:00:00.000;US1101221083;1900-01-01 00:00:00.000;NULL;NULL;BAPMSProdCatB.CProduct_MainInfo;2009-05-04 14:44:12.153;eximius;C2822F8A-4DDE-48BF-86D9-54128243F2FB;2022-07-05 10:00:29.827;AX-130325;1;-1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
